Magazine,Issue,Date,Type,Source,Quote,Purpose,Article Name
Dabiq,15,Jul-16,Bible,Acts 26:12-18,"He said, In this connection I journeyed to Damascus with the authority and commission of the chief priests. At midday, O king, I saw on the way a light from heaven, brighter than the sun, that shone around me and those who journeyed with me. And when we had all fallen to the ground, I heard a voice saying to me in the Hebrew language, Saul, Saul, why are you persecuting me? It is hard for you to kick against the goads.’ And I said, Who are you, Lord?’ And the Lord said, I am Jesus whom you are persecuting. But rise and stand upon your feet, for I have appeared to you for this purpose, to appoint you as a servant and witness to the things in which you have seen me and to those in which I will appear to you, delivering you from your people and from the Gentiles – to whom I am sending you to open their eyes, so that they may turn from darkness to light and from the power of Satan to God, that they may receive forgiveness of sins and a place among those who are sanctified by faith in me’ (Acts 26:12-18).",,Break the Cross
Dabiq,15,Jul-16,Bible,Acts 22:9,"This encounter was only witnessed by Paul, a known antagonist and proven liar, as those who were with him could not comprehend what was being told, as he himself claimed, Now those who were with me saw the light but did not understand the voice of the one who was speaking to me (Acts 22:9)",,Break the Cross
Dabiq,15,Jul-16,Bible,Acts 9:7,"The men who were traveling with him stood speechless, hearing the voice but seeing no one(Acts 9:7)",,Break the Cross
Dabiq,15,Jul-16,Classical Scholar,Ibn Taymiyyah,"Regarding supposedly divine visions that actually cause corruption, Ibn Taymiyyah ? said, Many people have seen such apparitions, assuming them to be of Allah – exalted is He – but they are really of Satan. This kind of story occurred to more than one person, some of whom Allah protected by allowing them to recognize it was Satan. An example is that of Shaykh Abdul-Qadir [al-Jilani] in his famous narrative, in which he said, I was once in worship, when I saw a great throne – upon it light. It said to me, O Abdul-Qadir! I am your Lord, and I have permitted to you what I forbade to others.’ So I said, Are you Allah, the One who there is no god but Him?! Be gone with you, O enemy of Allah!’ That light diffused and became darkness. It then said to me, You escaped from me by your comprehension of religion, by your knowledge, and by the your spiritual awareness. Indeed, I have already seduced seventy men in this way.’’ When he was asked how he knew it was Satan, he said, By his saying to me, I have permitted to you what I forbade to others,’ for I knew that the Shari’ah of Muhammad ? will not be abrogated or replaced. And because he said, I am your Lord,’ and he was unable to say, I am Allah, the One who there is no god but Me’’ (Qa’idat Jalilah fit-Tawassul wal-Wasilah).",,Break the Cross
Dabiq,15,Jul-16,Bible,Matthew 24:5,"It is remarkably written in their own texts that Jesus said, For many will come in my name, saying, I am the Christ,’ and they will lead many astray (Matthew 24:5)",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-'Araf 157,"Those who follow the Messenger, the illiterate Prophet, whom they find written in what they have of the Torah and the Gospel (Al-A’raf 157).",,Break the Cross
Dabiq,15,Jul-16,Bible,Deuteronomy 18:18,"I will raise up for them a prophet like you from among their brothers. And I will put My words in his mouth, and he shall speak to them all that I command him (Deuteronomy 18:18).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-An'am 19,"Say, Which thing is greatest in testimony?’ Say, Allah, a witness between me and you. And this Quran was inspired unto me, that with it I might warn you and whomever it reaches. Do you really testify that there are other gods with Allah?’ Say, I do not testify.’ Say, There is only one god and I am innocent of what you associate with Him in worship’ (Al-An’am 19).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Imran 64,"Say, O People of the Scripture, come to a word, common between us and you, that we will not worship except Allah, making nothing a partner to Him, and that we do not take each other as lords beside Allah.’ Then, if they turn away, then say, Testify that we have submitted’ (Al Imran 64).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Ma'ida 68,"Say, O People of the Scripture, you are upon nothing until you uphold the Torah, the Gospel, and what your Lord revealed to you’ (Al-Maidah 68).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Maida 77,"Say, O People of the Scripture, do not exaggerate beyond the truth in your religion, do not follow whims of a people who were misguided afore, and they already misguided many, straying off the path’ (Al-Maidah 77).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Baqarah 111,"And they said, Never shall any enter the Garden, except those who were Jews or Christians.’ Say, Bring forth your proof if you are truthful’ (Al-Baqarah 111).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Baqarah 135,"And they said, Be Jews or Christians to be guided.’ Say, Rather, the religion of Abraham, inclining to the truth, and he was not of the pagans’ (Al-Baqarah 135).",,Break the Cross
Dabiq,15,Jul-16,Bible,John 1:25,"This Torah-based prophecy was awaited by the Jews, even into Jesus’ time and beyond, as is clear in the New Testament, regarding John the Baptist being questioned about his status, They asked him, Then why are you baptizing, if you are neither the Christ, nor Elijah, nor the Prophet?’ (John 1:25).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Ma'ida 15,"O People of the Scripture! Surely Our Messenger has come to you, clarifying to you much of what you used to conceal and pardoning much. Surely a light from Allah has come to you, as well as a clear book (Al-Maidah 15)",,Break the Cross
Dabiq,15,Jul-16,Bible,Genesis 21:21,He lived in the wilderness of Paran (Genesis 21:21).,,Break the Cross
Dabiq,15,Jul-16,Bible,Deuteronomy 33:2,"The previously-mentioned verse in Deuteronomy 33 ends with, and he came with ten thousands of saints: from his right hand went a fiery law for them (33:2, KJV).",,Break the Cross
Dabiq,15,Jul-16,Sira,Sirah Ibn Hisham,The historian Ibn Ishaq wrote about the day Mecca was conquered by the Prophet that all of those who took part in the conquest of Mecca – of the Muslims – were ten thousands (Sirah Ibn Hisham),,Break the Cross
Dabiq,15,Jul-16,Qur'an,at-Tin 1-3,"By the fig and olive, by the mount of Sinin, and by this secure land (At-Tin 1-3)",,Break the Cross
Dabiq,15,Jul-16,Bible,John 16:7-11,"Nevertheless, I tell you the truth: it is to your advantage that I go away, for if I do not go away, the Paraclete will not come to you. But if I go, I will send him to you. And when he comes, he will convict the world concerning sin and righteousness and judgment: concerning sin, because they do not believe in me; concerning righteousness, because I go to the Father, and you will see me no longer; concerning judgment, because the ruler of this world is judged (John 16:7-11).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,as-Saff 6,"It is as Jesus actually said, O Children of Israel, I am Allah’s Messenger to you, verifying what I have of the Torah and heralding another messenger who will come after me. His name is Ahmad (i.e. one defined by praise) (AsSaff 6).",,Break the Cross
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","The Prophet ? himself said, I am Muhammad and Ahmad",,Break the Cross
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","The Prophet Muhammad ? said, Each prophet prays a plea that is answered, and I made my plea to intercede for my nation on the Day of Resurrection",,Break the Cross
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","He explained this intercession, telling that, on the Day of Judgment, people will flock to Adam, then Noah, then Abraham, then Moses, and then Jesus, seeking them to intercede with Allah on their behalves. Each of them will deny the responsibility and recommend they go to the one after him. The last of them, Jesus, responds to their request for intercession, saying, My Lord’s wrath has never been as intense as today, nor shall it be again. My soul! My soul! My soul! Go to someone else. Go to Muhammad! At this, they will go to him and say, O Muhammad, you are the Messenger of Allah and the Seal of the Prophets, and Allah has forgiven your previous sins and those you were yet to commit. Intercede for us with your Lord! Do you not see our condition? He will then go to the Throne and fall in prostration to his Lord. Allah will then teach him something of His praise untaught to anyone before him. It will then be said, O Muhammad! Raise your head. Ask and you shall be given. Intercede and your intercession shall be granted. He will then raise his head and say, My nation, O my Lord! My nation, O my Lord! My nation, O my Lord! It will then be said, O Muhammad! Enter whomever of your nation has nothing for which to account into the rightmost gate of Jannah",,Break the Cross
Dabiq,15,Jul-16,Hadith,"Bukhari, Muslim","The Prophet will continue, saying, O my Lord! My nation, my nation! So Allah will say, Go forth and take out of the Fire whomever in whose heart has a barley stone’s weight of faith. He will do so and repeat his plea until he intercedes for his entire nation, those of them who possessed the slightest faith",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-A'raf 158,"Say, O mankind! Verily I am Allah’s Messenger to all of you’ (Al-A’raf 158).",,Break the Cross
Dabiq,15,Jul-16,Bible,Matthew 15:24,"He [Jesus] answered, I was sent only to the lost sheep of the house of Israel’ (Matthew 15:24).",,Break the Cross
Dabiq,15,Jul-16,Bible,Matthew 10:5-6,"These twelve Jesus sent out, instructing them, Go nowhere among the Gentiles and enter no town of the Samaritans, but go rather to the lost sheep of the house of Israel’ (Matthew 10:5-6).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,al-Mai'da 116,"Concerning sin, because they do not believe in me, meaning his conviction will be against a world of people who do not believe correctly about Jesus, as even the Christians go to extremes, through their sinful worship of him. And as Allah said, O Jesus Son of Mary! Did you tell the people, Take me and my mother as gods beside Allah?’ He said, Glorified are You! It is not for me to say that which I do not deserve. If I said it, You would have known it. You know what is in myself, but I do not know what is in Yourself. Verily You are the Knower of the Unseen’ (Al-Maidah 116).",,Break the Cross
Dabiq,15,Jul-16,Qur'an,an-Nisa 171,"The Messiah, Jesus Son of Mary, is but the Messenger of Allah and His Word He cast into Mary, and a spirit of His. So believe in Allah and His Messengers, and do not say He is three. Cease! Such is better for you. Allah is only one god; glorified is He above having a son (An-Nisa 171)",,Break the Cross
